Lab,Num,gGSP,RMSD,TM-score,INF_all,lDDT,Target,Type
ts119,1,20.386,18.289,0.381,0.724,0.538,CR1116,Viral element
ts119,2,26.17,18.659,0.335,0.759,0.577,CR1116,Viral element
ts119,3,18.436,25.112,0.247,0.704,0.525,CR1116,Viral element
ts119,4,36.076,18.521,0.409,0.746,0.535,CR1116,Viral element
ts119,5,30.5,16.634,0.35,0.724,0.561,CR1116,Viral element
ts125,1,34.9,12.173,0.436,0.726,0.541,CR1116,Viral element
ts125,2,34.166,13.433,0.377,0.734,0.532,CR1116,Viral element
ts125,3,29.951,12.25,0.362,0.754,0.545,CR1116,Viral element
ts125,4,22.93,23.117,0.272,0.744,0.539,CR1116,Viral element
ts125,5,44.104,14.588,0.406,0.732,0.585,CR1116,Viral element
ts131,1,3.12,39.086,0.232,0.424,0.124,CR1116,Viral element
ts131,4,2.967,32.622,0.223,0.431,0.04,CR1116,Viral element
ts131,5,2.993,54.092,0.273,0.444,0.083,CR1116,Viral element
ts147,1,22.777,11.894,0.45,0.749,0.547,CR1116,Viral element
ts147,2,20.884,17.625,0.353,0.76,0.535,CR1116,Viral element
ts147,3,21.247,17.282,0.376,0.698,0.53,CR1116,Viral element
ts147,4,28.718,14.562,0.423,0.784,0.597,CR1116,Viral element
ts147,5,21.356,16.261,0.371,0.711,0.521,CR1116,Viral element
ts163,1,30.821,19.803,0.349,0.427,0.101,CR1116,Viral element
ts163,2,24.182,15.639,0.338,0.399,0.028,CR1116,Viral element
ts163,3,25.573,15.802,0.42,0.503,0.025,CR1116,Viral element
ts177,1,3.675,37.921,0.222,0.331,0.016,CR1116,Viral element
ts185,1,47.346,16.147,0.49,0.76,0.658,CR1116,Viral element
ts185,2,50.471,18.265,0.503,0.791,0.661,CR1116,Viral element
ts185,3,47.325,16.415,0.5,0.757,0.646,CR1116,Viral element
ts185,4,48.072,16.344,0.484,0.754,0.655,CR1116,Viral element
ts185,5,50.342,19.166,0.496,0.804,0.657,CR1116,Viral element
ts227,1,22.777,11.894,0.45,0.749,0.547,CR1116,Viral element
ts227,2,20.884,17.625,0.353,0.76,0.535,CR1116,Viral element
ts227,3,21.247,17.282,0.376,0.698,0.53,CR1116,Viral element
ts227,4,28.718,14.562,0.423,0.784,0.597,CR1116,Viral element
ts227,5,21.356,16.261,0.371,0.711,0.521,CR1116,Viral element
ts229,1,46.409,12.206,0.543,0.615,0.468,CR1116,Viral element
ts229,2,47.295,14.335,0.523,0.599,0.429,CR1116,Viral element
ts229,3,45.472,13.31,0.535,0.618,0.459,CR1116,Viral element
ts229,4,49.142,13.343,0.512,0.675,0.459,CR1116,Viral element
ts229,5,55.039,10.884,0.524,0.654,0.341,CR1116,Viral element
ts232,1,50.387,23.303,0.49,0.803,0.699,CR1116,Viral element
ts232,2,50.1,17.859,0.46,0.811,0.692,CR1116,Viral element
ts232,3,50.342,23.154,0.485,0.825,0.698,CR1116,Viral element
ts232,4,49.967,21.828,0.467,0.816,0.694,CR1116,Viral element
ts232,5,50.232,17.26,0.472,0.817,0.689,CR1116,Viral element
ts235,1,34.0,15.492,0.366,0.667,0.056,CR1116,Viral element
ts235,2,24.149,16.014,0.336,0.686,0.043,CR1116,Viral element
ts235,3,48.762,14.84,0.486,0.779,0.578,CR1116,Viral element
ts235,4,47.475,18.085,0.468,0.763,0.569,CR1116,Viral element
ts235,5,44.035,13.402,0.415,0.682,0.024,CR1116,Viral element
ts238,1,34.811,13.489,0.452,0.639,0.014,CR1116,Viral element
ts239,1,51.985,12.541,0.502,0.641,0.362,CR1116,Viral element
ts239,2,49.458,11.408,0.607,0.603,0.355,CR1116,Viral element
ts239,3,49.151,14.663,0.516,0.669,0.417,CR1116,Viral element
ts239,4,49.338,16.958,0.514,0.631,0.467,CR1116,Viral element
ts239,5,48.492,15.531,0.503,0.61,0.465,CR1116,Viral element
ts245,1,9.049,35.277,0.166,0.478,0.308,CR1116,Viral element
ts245,2,9.46,22.723,0.188,0.525,0.341,CR1116,Viral element
ts245,3,10.228,30.576,0.156,0.526,0.331,CR1116,Viral element
ts245,4,9.571,28.75,0.163,0.478,0.332,CR1116,Viral element
ts245,5,9.553,31.05,0.164,0.46,0.325,CR1116,Viral element
ts248,1,5.796,39.168,0.316,0.432,0.298,CR1116,Viral element
ts248,2,5.733,38.312,0.331,0.445,0.282,CR1116,Viral element
ts248,3,10.319,28.553,0.243,0.571,0.402,CR1116,Viral element
ts248,4,5.386,51.023,0.283,0.405,0.256,CR1116,Viral element
ts248,5,7.901,36.904,0.237,0.475,0.303,CR1116,Viral element
ts285,1,82.732,5.515,0.571,0.803,0.68,CR1116,Viral element
ts285,2,40.849,11.887,0.383,0.763,0.618,CR1116,Viral element
ts285,3,89.705,6.646,0.483,0.763,0.639,CR1116,Viral element
ts285,4,22.547,16.409,0.345,0.608,0.466,CR1116,Viral element
ts285,5,97.421,4.843,0.661,0.831,0.672,CR1116,Viral element
ts287,1,49.59,19.15,0.434,0.763,0.667,CR1116,Viral element
ts287,2,49.786,18.221,0.442,0.769,0.668,CR1116,Viral element
ts287,3,49.739,18.451,0.436,0.756,0.667,CR1116,Viral element
ts287,4,49.769,17.987,0.449,0.763,0.668,CR1116,Viral element
ts287,5,49.731,18.502,0.443,0.761,0.664,CR1116,Viral element
ts385,1,9.049,35.277,0.166,0.478,0.308,CR1116,Viral element
ts385,2,9.46,22.723,0.188,0.525,0.341,CR1116,Viral element
ts385,3,10.228,30.576,0.156,0.526,0.331,CR1116,Viral element
ts385,4,9.571,28.75,0.163,0.478,0.332,CR1116,Viral element
ts385,5,9.553,31.05,0.164,0.46,0.325,CR1116,Viral element
ts392,1,15.545,21.225,0.271,0.588,0.439,CR1116,Viral element
ts392,2,15.57,27.057,0.262,0.629,0.445,CR1116,Viral element
ts392,3,15.534,21.596,0.295,0.58,0.436,CR1116,Viral element
ts392,4,14.721,21.992,0.308,0.558,0.433,CR1116,Viral element
ts392,5,15.808,24.605,0.269,0.598,0.451,CR1116,Viral element
ts416,1,47.797,15.486,0.486,0.715,0.582,CR1116,Viral element
ts416,2,45.158,17.111,0.478,0.636,0.462,CR1116,Viral element
ts416,3,51.272,12.692,0.506,0.748,0.628,CR1116,Viral element
ts416,4,45.452,16.001,0.479,0.68,0.55,CR1116,Viral element
ts416,5,49.996,15.267,0.48,0.792,0.615,CR1116,Viral element
ts434,1,22.777,11.894,0.45,0.749,0.547,CR1116,Viral element
ts434,2,20.884,17.625,0.353,0.76,0.535,CR1116,Viral element
ts434,3,21.247,17.282,0.376,0.698,0.53,CR1116,Viral element
ts434,4,28.718,14.562,0.423,0.784,0.597,CR1116,Viral element
ts434,5,21.356,16.261,0.371,0.711,0.521,CR1116,Viral element
ts439,1,49.235,17.166,0.52,0.732,0.617,CR1116,Viral element
ts439,2,47.188,14.343,0.526,0.721,0.565,CR1116,Viral element
ts439,3,50.955,14.457,0.529,0.724,0.612,CR1116,Viral element
ts439,4,48.742,11.176,0.6,0.694,0.571,CR1116,Viral element
ts439,5,52.576,13.876,0.535,0.755,0.61,CR1116,Viral element
ts470,1,49.711,17.373,0.536,0.725,0.06,CR1116,Viral element
ts470,2,49.51,16.598,0.535,0.741,0.062,CR1116,Viral element
ts470,3,49.298,17.645,0.533,0.682,0.062,CR1116,Viral element
ts470,4,50.079,13.435,0.614,0.74,0.015,CR1116,Viral element
ts470,5,49.476,17.532,0.534,0.704,0.026,CR1116,Viral element
ts489,1,49.324,15.395,0.483,0.707,0.04,CR1116,Viral element
ts489,2,48.795,15.395,0.476,0.703,0.05,CR1116,Viral element
ts489,3,48.931,15.354,0.482,0.708,0.043,CR1116,Viral element
ts489,4,48.693,15.27,0.483,0.716,0.058,CR1116,Viral element
ts489,5,48.418,15.793,0.462,0.727,0.002,CR1116,Viral element
ts029,1,99.914,4.222,0.347,0.556,0.517,CR1117,Riboswitch
ts029,2,5.853,8.689,0.229,0.254,0.339,CR1117,Riboswitch
ts035,1,85.423,4.927,0.202,0.455,0.428,CR1117,Riboswitch
ts035,2,92.386,4.801,0.266,0.465,0.452,CR1117,Riboswitch
ts035,3,95.768,4.621,0.233,0.423,0.457,CR1117,Riboswitch
ts035,4,95.555,4.776,0.262,0.549,0.451,CR1117,Riboswitch
ts035,5,96.924,4.398,0.249,0.472,0.472,CR1117,Riboswitch
ts046,1,85.423,4.927,0.202,0.455,0.428,CR1117,Riboswitch
ts046,2,92.386,4.801,0.266,0.465,0.452,CR1117,Riboswitch
ts046,3,95.768,4.621,0.233,0.423,0.457,CR1117,Riboswitch
ts046,4,95.555,4.776,0.262,0.549,0.451,CR1117,Riboswitch
ts046,5,96.924,4.398,0.249,0.472,0.472,CR1117,Riboswitch
ts054,1,100.0,4.026,0.216,0.477,0.494,CR1117,Riboswitch
ts054,2,98.578,4.808,0.177,0.691,0.508,CR1117,Riboswitch
ts054,3,100.0,4.182,0.219,0.567,0.491,CR1117,Riboswitch
ts054,4,100.0,4.267,0.231,0.63,0.016,CR1117,Riboswitch
ts054,5,100.0,4.367,0.162,0.68,0.003,CR1117,Riboswitch
ts076,1,4.133,13.55,0.143,0.501,0.34,CR1117,Riboswitch
ts076,2,4.172,13.659,0.138,0.491,0.339,CR1117,Riboswitch
ts076,3,4.545,13.145,0.197,0.568,0.354,CR1117,Riboswitch
ts076,4,4.332,13.31,0.124,0.493,0.347,CR1117,Riboswitch
ts076,5,4.545,12.293,0.216,0.645,0.376,CR1117,Riboswitch
ts081,1,100.0,2.744,0.308,0.764,0.659,CR1117,Riboswitch
ts081,2,99.681,3.157,0.306,0.806,0.669,CR1117,Riboswitch
ts081,3,99.269,3.343,0.26,0.709,0.591,CR1117,Riboswitch
ts081,4,100.0,3.539,0.265,0.725,0.574,CR1117,Riboswitch
ts081,5,99.442,4.441,0.175,0.656,0.515,CR1117,Riboswitch
ts091,1,2.751,27.682,0.104,0.357,0.167,CR1117,Riboswitch
ts091,2,2.664,24.954,0.158,0.418,0.191,CR1117,Riboswitch
ts091,3,2.837,23.705,0.123,0.378,0.19,CR1117,Riboswitch
ts091,4,2.87,22.68,0.083,0.334,0.186,CR1117,Riboswitch
ts091,5,2.917,18.888,0.145,0.419,0.211,CR1117,Riboswitch
ts097,1,3.814,13.736,0.122,0.413,0.273,CR1117,Riboswitch
ts110,1,100.0,3.397,0.214,0.619,0.189,CR1117,Riboswitch
ts110,2,100.0,3.474,0.225,0.645,0.23,CR1117,Riboswitch
ts110,3,100.0,3.543,0.221,0.63,0.356,CR1117,Riboswitch
ts110,4,99.721,4.014,0.27,0.507,0.224,CR1117,Riboswitch
ts110,5,100.0,3.918,0.258,0.536,0.219,CR1117,Riboswitch
ts119,1,6.531,9.362,0.178,0.679,0.407,CR1117,Riboswitch
ts119,2,99.581,4.444,0.168,0.679,0.487,CR1117,Riboswitch
ts119,3,6.146,9.899,0.182,0.667,0.407,CR1117,Riboswitch
ts119,4,98.419,4.668,0.22,0.794,0.478,CR1117,Riboswitch
ts119,5,6.717,9.426,0.189,0.691,0.409,CR1117,Riboswitch
ts125,1,22.032,5.978,0.207,0.529,0.479,CR1117,Riboswitch
ts125,2,99.761,4.092,0.206,0.564,0.536,CR1117,Riboswitch
ts125,3,100.0,4.026,0.216,0.477,0.494,CR1117,Riboswitch
ts125,4,15.853,6.749,0.164,0.597,0.43,CR1117,Riboswitch
ts125,5,4.578,12.475,0.132,0.617,0.382,CR1117,Riboswitch
ts128,1,100.0,2.435,0.303,0.852,0.658,CR1117,Riboswitch
ts128,2,100.0,3.132,0.412,0.643,0.599,CR1117,Riboswitch
ts128,3,100.0,2.569,0.301,0.852,0.693,CR1117,Riboswitch
ts128,4,100.0,2.994,0.249,0.737,0.594,CR1117,Riboswitch
ts128,5,99.801,3.784,0.356,0.667,0.568,CR1117,Riboswitch
ts131,1,2.757,19.847,0.153,0.465,0.15,CR1117,Riboswitch
ts131,2,3.873,15.194,0.177,0.491,0.129,CR1117,Riboswitch
ts131,3,4.006,14.449,0.141,0.434,0.085,CR1117,Riboswitch
ts131,4,3.163,20.839,0.156,0.473,0.061,CR1117,Riboswitch
ts131,5,3.501,14.955,0.12,0.421,0.112,CR1117,Riboswitch
ts147,1,4.352,13.736,0.161,0.579,0.373,CR1117,Riboswitch
ts147,2,4.285,12.722,0.144,0.605,0.384,CR1117,Riboswitch
ts147,3,4.332,11.908,0.242,0.655,0.411,CR1117,Riboswitch
ts147,4,4.578,13.72,0.154,0.536,0.359,CR1117,Riboswitch
ts147,5,3.834,12.846,0.192,0.54,0.374,CR1117,Riboswitch
ts163,1,100.0,3.839,0.136,0.419,0.338,CR1117,Riboswitch
ts163,2,100.0,3.839,0.136,0.419,0.338,CR1117,Riboswitch
ts163,3,99.714,4.444,0.185,0.229,0.231,CR1117,Riboswitch
ts163,4,4.033,19.302,0.172,0.303,0.196,CR1117,Riboswitch
ts163,5,91.422,4.56,0.178,0.495,0.416,CR1117,Riboswitch
ts177,1,4.777,12.76,0.17,0.607,0.019,CR1117,Riboswitch
ts185,1,100.0,4.012,0.184,0.655,0.548,CR1117,Riboswitch
ts185,2,100.0,3.929,0.167,0.727,0.519,CR1117,Riboswitch
ts185,3,99.953,4.092,0.176,0.704,0.505,CR1117,Riboswitch
ts185,4,100.0,4.073,0.187,0.702,0.506,CR1117,Riboswitch
ts185,5,100.0,3.732,0.191,0.667,0.569,CR1117,Riboswitch
ts227,1,4.153,12.806,0.179,0.593,0.355,CR1117,Riboswitch
ts227,2,3.734,12.658,0.192,0.577,0.349,CR1117,Riboswitch
ts227,3,4.246,12.913,0.154,0.501,0.361,CR1117,Riboswitch
ts227,5,4.438,12.251,0.272,0.571,0.409,CR1117,Riboswitch
ts229,1,100.0,2.7,0.279,0.63,0.507,CR1117,Riboswitch
ts229,2,100.0,2.958,0.257,0.567,0.442,CR1117,Riboswitch
ts229,3,35.572,5.031,0.207,0.501,0.409,CR1117,Riboswitch
ts229,4,100.0,3.787,0.216,0.439,0.471,CR1117,Riboswitch
ts229,5,91.422,4.56,0.178,0.495,0.416,CR1117,Riboswitch
ts232,1,100.0,2.274,0.401,0.778,0.752,CR1117,Riboswitch
ts232,2,100.0,2.515,0.425,0.75,0.736,CR1117,Riboswitch
ts232,3,100.0,2.473,0.36,0.778,0.714,CR1117,Riboswitch
ts232,4,100.0,2.644,0.378,0.828,0.731,CR1117,Riboswitch
ts232,5,100.0,2.752,0.395,0.778,0.717,CR1117,Riboswitch
ts235,1,36.848,5.42,0.201,0.587,0.451,CR1117,Riboswitch
ts235,2,100.0,4.101,0.317,0.582,0.489,CR1117,Riboswitch
ts235,3,100.0,4.083,0.13,0.667,0.031,CR1117,Riboswitch
ts235,4,99.429,4.214,0.275,0.679,0.492,CR1117,Riboswitch
ts235,5,100.0,4.499,0.15,0.526,0.416,CR1117,Riboswitch
ts238,1,100.0,2.671,0.238,0.605,0.027,CR1117,Riboswitch
ts239,1,100.0,2.757,0.215,0.507,0.487,CR1117,Riboswitch
ts239,2,35.572,5.031,0.207,0.501,0.409,CR1117,Riboswitch
ts239,3,100.0,4.263,0.231,0.39,0.379,CR1117,Riboswitch
ts239,4,3.395,19.07,0.201,0.571,0.288,CR1117,Riboswitch
ts245,1,3.488,14.863,0.126,0.463,0.294,CR1117,Riboswitch
ts245,2,3.594,14.634,0.141,0.509,0.309,CR1117,Riboswitch
ts245,3,3.528,14.2,0.14,0.482,0.306,CR1117,Riboswitch
ts245,4,3.621,14.319,0.144,0.529,0.314,CR1117,Riboswitch
ts245,5,3.355,14.609,0.148,0.501,0.306,CR1117,Riboswitch
ts248,1,93.728,4.761,0.253,0.536,0.466,CR1117,Riboswitch
ts248,2,94.824,4.611,0.277,0.495,0.471,CR1117,Riboswitch
ts248,3,97.582,4.419,0.286,0.423,0.483,CR1117,Riboswitch
ts248,4,91.11,4.778,0.271,0.549,0.473,CR1117,Riboswitch
ts248,5,86.094,4.877,0.242,0.495,0.458,CR1117,Riboswitch
ts287,1,100.0,2.467,0.407,0.821,0.732,CR1117,Riboswitch
ts287,2,100.0,2.254,0.387,0.807,0.739,CR1117,Riboswitch
ts287,3,100.0,2.266,0.426,0.741,0.692,CR1117,Riboswitch
ts287,4,100.0,2.007,0.371,0.756,0.709,CR1117,Riboswitch
ts287,5,100.0,2.822,0.416,0.815,0.713,CR1117,Riboswitch
ts385,1,3.488,14.863,0.126,0.463,0.294,CR1117,Riboswitch
ts385,2,3.594,14.634,0.141,0.509,0.309,CR1117,Riboswitch
ts385,3,3.528,14.2,0.14,0.482,0.306,CR1117,Riboswitch
ts385,4,3.621,14.319,0.144,0.529,0.314,CR1117,Riboswitch
ts385,5,3.355,14.609,0.148,0.501,0.306,CR1117,Riboswitch
ts392,1,25.752,5.63,0.159,0.656,0.435,CR1117,Riboswitch
ts392,2,15.766,5.533,0.16,0.676,0.437,CR1117,Riboswitch
ts392,3,25.606,5.185,0.177,0.546,0.462,CR1117,Riboswitch
ts392,4,49.14,5.027,0.163,0.601,0.501,CR1117,Riboswitch
ts392,5,99.9,4.703,0.19,0.601,0.514,CR1117,Riboswitch
ts416,1,100.0,2.879,0.315,0.713,0.602,CR1117,Riboswitch
ts416,2,100.0,3.189,0.256,0.725,0.554,CR1117,Riboswitch
ts416,3,100.0,3.01,0.257,0.63,0.612,CR1117,Riboswitch
ts416,4,100.0,3.447,0.196,0.714,0.572,CR1117,Riboswitch
ts416,5,100.0,3.184,0.209,0.747,0.603,CR1117,Riboswitch
ts434,1,4.073,12.601,0.162,0.704,0.375,CR1117,Riboswitch
ts434,2,4.378,12.86,0.188,0.63,0.386,CR1117,Riboswitch
ts434,3,4.604,11.962,0.257,0.632,0.416,CR1117,Riboswitch
ts434,4,4.153,12.806,0.179,0.593,0.355,CR1117,Riboswitch
ts439,1,97.269,4.593,0.247,0.591,0.486,CR1117,Riboswitch
ts439,2,100.0,3.071,0.228,0.68,0.563,CR1117,Riboswitch
ts439,3,100.0,3.786,0.226,0.587,0.42,CR1117,Riboswitch
ts439,4,4.485,10.452,0.119,0.439,0.321,CR1117,Riboswitch
ts439,5,100.0,2.757,0.215,0.507,0.487,CR1117,Riboswitch
ts444,1,100.0,2.757,0.215,0.507,0.487,CR1117,Riboswitch
ts444,2,100.0,2.958,0.257,0.567,0.442,CR1117,Riboswitch
ts444,3,99.761,4.092,0.206,0.564,0.536,CR1117,Riboswitch
ts444,4,98.724,4.429,0.429,0.436,0.125,CR1117,Riboswitch
ts444,5,100.0,4.263,0.231,0.39,0.379,CR1117,Riboswitch
ts470,1,99.801,3.308,0.243,0.788,0.009,CR1117,Riboswitch
ts470,2,4.525,14.575,0.157,0.463,0.002,CR1117,Riboswitch
ts470,3,98.724,4.429,0.429,0.436,0.125,CR1117,Riboswitch
ts470,4,98.724,4.429,0.429,0.436,0.125,CR1117,Riboswitch
ts470,5,99.322,4.397,0.416,0.54,0.073,CR1117,Riboswitch
ts489,1,99.801,3.308,0.243,0.788,0.009,CR1117,Riboswitch
ts489,2,4.525,14.575,0.157,0.463,0.002,CR1117,Riboswitch
ts489,3,98.724,4.429,0.429,0.436,0.125,CR1117,Riboswitch
ts489,4,98.724,4.429,0.429,0.436,0.125,CR1117,Riboswitch
ts489,5,99.322,4.397,0.416,0.54,0.073,CR1117,Riboswitch
ts029,1,2.705,43.622,0.223,0.319,0.222,CR1126,Aptamer
ts029,2,3.735,53.817,0.174,0.356,0.243,CR1126,Aptamer
ts029,3,4.276,46.817,0.185,0.385,0.248,CR1126,Aptamer
ts035,1,4.912,43.538,0.226,0.378,0.249,CR1126,Aptamer
ts035,2,4.662,44.289,0.173,0.375,0.256,CR1126,Aptamer
ts035,3,3.277,48.555,0.163,0.368,0.245,CR1126,Aptamer
ts035,4,4.582,44.506,0.184,0.406,0.263,CR1126,Aptamer
ts035,5,4.677,35.681,0.149,0.369,0.242,CR1126,Aptamer
ts054,1,17.472,41.461,0.213,0.757,0.519,CR1126,Aptamer
ts054,2,16.765,34.224,0.241,0.77,0.507,CR1126,Aptamer
ts054,3,16.355,49.408,0.165,0.726,0.041,CR1126,Aptamer
ts054,4,21.671,43.231,0.28,0.746,0.035,CR1126,Aptamer
ts054,5,16.883,41.614,0.234,0.772,0.515,CR1126,Aptamer
ts076,1,16.751,39.691,0.235,0.755,0.507,CR1126,Aptamer
ts076,2,17.054,49.282,0.207,0.635,0.44,CR1126,Aptamer
ts076,3,14.704,38.095,0.251,0.59,0.373,CR1126,Aptamer
ts076,4,14.704,38.095,0.251,0.59,0.373,CR1126,Aptamer
ts076,5,16.597,32.744,0.253,0.665,0.425,CR1126,Aptamer
ts081,1,44.391,19.948,0.498,0.856,0.641,CR1126,Aptamer
ts081,2,44.608,20.001,0.493,0.861,0.643,CR1126,Aptamer
ts081,3,44.559,19.954,0.495,0.86,0.642,CR1126,Aptamer
ts097,1,4.36,52.695,0.109,0.204,0.166,CR1126,Aptamer
ts110,1,19.108,45.484,0.222,0.725,0.147,CR1126,Aptamer
ts110,2,16.746,46.799,0.202,0.728,0.452,CR1126,Aptamer
ts110,3,17.863,45.832,0.214,0.694,0.433,CR1126,Aptamer
ts110,4,19.665,42.267,0.236,0.738,0.466,CR1126,Aptamer
ts110,5,18.121,43.062,0.198,0.741,0.495,CR1126,Aptamer
ts119,1,20.36,44.584,0.251,0.742,0.521,CR1126,Aptamer
ts119,2,17.294,36.979,0.262,0.769,0.536,CR1126,Aptamer
ts119,3,17.011,43.052,0.175,0.759,0.523,CR1126,Aptamer
ts119,4,15.386,39.721,0.208,0.757,0.5,CR1126,Aptamer
ts119,5,14.508,35.104,0.228,0.722,0.474,CR1126,Aptamer
ts125,1,16.751,39.691,0.235,0.755,0.507,CR1126,Aptamer
ts125,2,17.102,40.961,0.184,0.751,0.511,CR1126,Aptamer
ts125,3,22.129,31.855,0.318,0.773,0.521,CR1126,Aptamer
ts125,4,16.673,43.449,0.256,0.743,0.047,CR1126,Aptamer
ts125,5,17.608,41.112,0.273,0.739,0.042,CR1126,Aptamer
ts128,1,25.61,33.421,0.271,0.763,0.02,CR1126,Aptamer
ts128,2,27.38,43.202,0.298,0.813,0.544,CR1126,Aptamer
ts128,3,24.327,46.221,0.247,0.765,0.052,CR1126,Aptamer
ts128,4,25.752,36.876,0.287,0.766,0.028,CR1126,Aptamer
ts128,5,25.287,45.586,0.24,0.765,0.027,CR1126,Aptamer
ts147,1,23.282,42.265,0.267,0.769,0.538,CR1126,Aptamer
ts147,2,20.655,37.864,0.219,0.787,0.541,CR1126,Aptamer
ts147,3,20.385,44.561,0.199,0.783,0.529,CR1126,Aptamer
ts147,4,22.329,40.273,0.224,0.779,0.532,CR1126,Aptamer
ts147,5,19.708,49.962,0.225,0.778,0.527,CR1126,Aptamer
ts177,1,3.097,37.85,0.173,0.304,0.009,CR1126,Aptamer
ts185,1,14.081,33.343,0.263,0.635,0.407,CR1126,Aptamer
ts185,2,14.337,33.428,0.247,0.668,0.415,CR1126,Aptamer
ts185,3,15.342,32.791,0.202,0.64,0.447,CR1126,Aptamer
ts185,4,10.905,33.418,0.221,0.583,0.37,CR1126,Aptamer
ts185,5,11.279,33.484,0.231,0.596,0.371,CR1126,Aptamer
ts227,1,20.327,45.994,0.203,0.761,0.529,CR1126,Aptamer
ts227,2,20.281,32.506,0.263,0.762,0.532,CR1126,Aptamer
ts227,3,21.187,42.242,0.206,0.772,0.55,CR1126,Aptamer
ts227,4,20.693,50.818,0.23,0.774,0.535,CR1126,Aptamer
ts227,5,23.639,48.087,0.223,0.775,0.544,CR1126,Aptamer
ts229,1,14.704,38.095,0.251,0.59,0.373,CR1126,Aptamer
ts229,2,14.502,42.852,0.192,0.598,0.395,CR1126,Aptamer
ts229,3,16.597,32.744,0.253,0.665,0.425,CR1126,Aptamer
ts229,4,16.831,46.37,0.203,0.675,0.417,CR1126,Aptamer
ts229,5,15.007,46.578,0.227,0.675,0.122,CR1126,Aptamer
ts232,1,70.594,8.928,0.603,0.841,0.678,CR1126,Aptamer
ts232,2,75.446,8.826,0.595,0.834,0.675,CR1126,Aptamer
ts232,3,74.112,8.987,0.584,0.837,0.663,CR1126,Aptamer
ts232,4,73.523,8.761,0.618,0.839,0.671,CR1126,Aptamer
ts232,5,71.526,9.023,0.593,0.834,0.679,CR1126,Aptamer
ts235,4,17.499,33.888,0.221,0.724,0.499,CR1126,Aptamer
ts235,5,15.247,45.824,0.307,0.749,0.043,CR1126,Aptamer
ts238,2,9.527,31.187,0.244,0.166,0.082,CR1126,Aptamer
ts239,1,17.054,49.282,0.207,0.635,0.44,CR1126,Aptamer
ts239,2,15.398,42.288,0.166,0.67,0.41,CR1126,Aptamer
ts239,3,14.502,42.852,0.192,0.598,0.395,CR1126,Aptamer
ts239,4,14.704,38.095,0.251,0.59,0.373,CR1126,Aptamer
ts239,5,16.259,46.356,0.26,0.694,0.083,CR1126,Aptamer
ts245,1,5.636,40.891,0.193,0.479,0.303,CR1126,Aptamer
ts245,2,6.624,39.881,0.199,0.499,0.31,CR1126,Aptamer
ts245,3,7.118,48.469,0.194,0.482,0.324,CR1126,Aptamer
ts245,4,6.57,27.66,0.271,0.43,0.319,CR1126,Aptamer
ts245,5,7.485,49.236,0.164,0.473,0.348,CR1126,Aptamer
ts248,1,4.912,43.538,0.226,0.378,0.249,CR1126,Aptamer
ts248,2,4.662,44.289,0.173,0.375,0.256,CR1126,Aptamer
ts248,3,3.277,48.555,0.163,0.368,0.245,CR1126,Aptamer
ts248,4,4.582,44.506,0.184,0.406,0.263,CR1126,Aptamer
ts248,5,4.677,35.681,0.149,0.369,0.242,CR1126,Aptamer
ts287,1,27.626,52.771,0.233,0.774,0.518,CR1126,Aptamer
ts287,2,48.4,12.644,0.515,0.758,0.608,CR1126,Aptamer
ts287,3,23.376,50.602,0.219,0.796,0.507,CR1126,Aptamer
ts287,4,28.027,46.349,0.188,0.737,0.512,CR1126,Aptamer
ts287,5,31.954,15.229,0.408,0.801,0.538,CR1126,Aptamer
ts385,1,5.636,40.891,0.193,0.479,0.303,CR1126,Aptamer
ts392,1,16.528,41.124,0.24,0.739,0.152,CR1126,Aptamer
ts392,2,15.624,41.669,0.227,0.745,0.106,CR1126,Aptamer
ts392,3,20.057,55.273,0.259,0.745,0.127,CR1126,Aptamer
ts416,1,18.325,46.689,0.232,0.728,0.471,CR1126,Aptamer
ts416,2,17.123,41.928,0.209,0.693,0.446,CR1126,Aptamer
ts416,3,13.367,54.12,0.168,0.661,0.433,CR1126,Aptamer
ts416,5,16.472,51.464,0.203,0.726,0.409,CR1126,Aptamer
ts434,1,21.198,29.738,0.257,0.776,0.544,CR1126,Aptamer
ts434,2,20.544,45.547,0.236,0.776,0.539,CR1126,Aptamer
ts434,3,23.747,43.047,0.228,0.767,0.543,CR1126,Aptamer
ts434,4,20.738,45.173,0.231,0.773,0.536,CR1126,Aptamer
ts434,5,20.341,40.671,0.223,0.77,0.528,CR1126,Aptamer
ts439,1,14.704,38.095,0.251,0.59,0.373,CR1126,Aptamer
ts439,2,14.502,42.852,0.192,0.598,0.395,CR1126,Aptamer
ts439,3,16.597,32.744,0.253,0.665,0.425,CR1126,Aptamer
ts439,4,16.831,46.37,0.203,0.675,0.417,CR1126,Aptamer
ts439,5,15.007,46.578,0.227,0.675,0.122,CR1126,Aptamer
ts444,1,8.926,37.303,0.186,0.457,0.004,CR1126,Aptamer
ts444,2,14.502,42.852,0.192,0.598,0.395,CR1126,Aptamer
ts444,3,5.636,40.891,0.193,0.479,0.303,CR1126,Aptamer
ts444,4,17.054,49.282,0.207,0.635,0.44,CR1126,Aptamer
ts444,5,6.624,39.881,0.199,0.499,0.31,CR1126,Aptamer
ts470,1,10.596,36.341,0.205,0.512,0.005,CR1126,Aptamer
ts470,3,10.844,34.367,0.195,0.482,0.002,CR1126,Aptamer
